open_text,kampagne_specifikt,billige_billetter,afslappende_behageligt_nem_transport,tag_toget,ved_ikke,andet,plads_til_alle,klima_baeredygtighed_gron_omstilling,alternativ_transport
At man ikke nødvendigvis skal bruge kortet hver dag,1,0,0,0,0,0,0,0,0
"At man ikke længere behøver at købe hverken et helt månedskort eller billetter enkeltvis, men kan købe et behovsbaseret produkt i stedet",1,0,0,0,0,0,0,0,0
At man har flere muligheder,0,0,1,0,0,0,0,0,0
At jeg skal købe et “fleksibelt” produkt,0,0,1,0,0,0,0,0,0
at jeg kan spare penge,0,1,0,0,0,0,0,0,0
At jeg kan pendle frem og tilbage til arbejde 20 dage på 60 dage og spare penge,1,1,0,0,0,0,0,0,0
at jeg kan komme med toget til en fornuftig pris,0,1,0,0,0,0,0,0,0
At in kooperere den nye situation med et produkt der tilgodeser den nye fordeling mellem hjemmearbejdsplads og arbejde på arbejdspladsen,1,0,0,0,0,0,0,0,0
"At hvis man ikke pendler hver dag, kan man i stedet for et almindeligt pendlerkort nu få et andet, hvor man kan bruge 20 dage indenfor en periode på 60 dage.",1,0,0,0,0,0,0,0,0
At hvis man har 60 dag i alt kan man køber en billet der dække de 20 dage. På den måde sparer du penge,1,1,0,0,0,0,0,0,0
"At hvis du rejser min. 20 dage inden for en 60 dages periode, kan du spare penge ved at købe Pendler20",1,1,0,0,0,0,0,0,0
At her eget godt tilbud,1,0,0,0,0,0,0,0,0
At har en god fornemmelse når man pendler med tog,0,0,0,0,0,1,0,0,0
At gøre det nemt og sparre penge,0,1,1,0,0,0,0,0,0
At give et nyt tilbud nu hverdagen er forandret,1,0,0,0,0,0,0,0,0
at få folk til at tage toget,0,0,0,1,0,0,0,0,0
"At få flere til at anvende toget, ved at tilbyde et fleksibelt tilbud",0,0,1,1,0,0,0,0,0
At få flere til at abonnere på løsningen,0,0,0,1,0,0,0,0,0
At få flere kunder som pendler til og fra arbejde.,0,0,0,1,0,0,0,0,0
At fortælle man kan spare penge,0,1,0,0,0,0,0,0,0
"At folk skal blive ved med at bruge DSB og købe pendlerkort, selvom de ikke skal møde fysisk op hver dag",1,0,0,1,0,0,0,0,0
At folk kan spare penge,0,1,0,0,0,0,0,0,0
At efter pandemien vil flere ikke tage på arbejde alle dage og derfor er der mulighed for at opnå et delvist arbonnement,1,0,0,0,0,0,0,0,0
at du som deltid pendler kan spare penge på dette nye produkt,1,1,0,0,0,0,0,0,0
at du måske kan spare penge hvis man rejser med dsb ofte,0,1,0,0,0,0,0,0,0
at du mister noget ved at købe dit pendler 20 da du kan bruge det indenfor 60 dage,0,0,0,0,0,1,0,0,0
At du kan spare penge ved at købe pendler20,0,1,0,0,0,0,0,0,0
At du kan spare penge ved at købe et pendler kort,0,1,0,0,0,0,0,0,0
At du kan pendle også bare et pr gange om ugen.,1,0,0,0,0,0,0,0,0
At du kan opnå en fordel med fin DSB rejse hvis fu både arbejder hjemme og ude,1,0,0,0,0,0,0,0,0
"At du kan komme billigere fra din hjemmearbejdsplads og den ""rigtige"" arbejdsplads",1,1,0,0,0,0,0,0,0
At du kan få en pendlerløsning der virker selvom du skifter mellem fremmøde og hjemmearbejde i stedet for at købe pendlerkort til hver dag.,1,0,0,0,0,0,0,0,0
"At du kan bruge tiden på arbejde, mens du pendler",0,0,0,0,0,1,0,0,0
At du kan benytte DSB på forskellige muligheder,0,0,0,0,0,1,0,0,0
At du kan arbejde hjemme og kun bruge DSB lidt,1,0,0,0,0,0,0,0,0
at du har 20 rejser indenfor 60 dage,1,0,0,0,0,0,0,0,0
At du har 20 rejser inden for 60 dage,1,0,0,0,0,0,0,0,0
at dsb også er til folk med delvist hjemmearbejdet,1,0,0,0,0,0,0,0,0
At DSB kan være et billigere alternativ end bil,0,1,0,0,0,0,0,0,0
At DSB har gode alternativer og tilbud til folk som pendler.,1,0,0,0,0,0,0,0,0
At DSB har et nyt produkt de gerne vil fortælle om,1,0,0,0,0,0,0,0,0
At DSB har et mere fleksibelt tilbud til sine pendler,0,0,1,0,0,0,0,0,0
At DSB gerne vil vise en fleksibel udvej for pendlere med hjemmearbejdsdage.,1,0,1,0,0,0,0,0,0
"At DSB følger med tiden, er fleksibel, og har et godt tilbud til de, der ikke har brug for toget hver dag.",1,0,1,0,0,0,0,0,0
At DSB er fleksibel og man ikke spilder penge de dage man fx arbejder hjemme,1,1,1,0,0,0,0,0,0
At DSB er fleksibel og kommer med fleksible bud,0,0,1,0,0,0,0,0,0
At dette nemt med en aps,0,0,0,0,0,1,0,0,0
"At det skulle være nemt at købe billet og rejse. Det kan det være for nogle, men ikke for mig",0,0,1,0,0,0,0,0,0
At det skal være et alternativ til transport for unge mennesker,0,0,0,0,0,1,0,0,0
At det skal være attraktivt/billigt at bruge DSB,0,1,0,0,0,0,0,0,0
"At det nu er muligt at få et pendlerkort, der kun gælder for 20 rejse r",1,0,0,0,0,0,0,0,0
"at det måske kan betale sig for dig, at købe 20 rejser, fordi du måske under coronanedlukningen har opdaget, at det kan lade sig gøre at arbejde hjemmefra, så du undgår at møde på arbejdspladsen dagligt.",1,1,0,0,0,0,0,0,0
"At det kan være nemt og billigt t pendle, men desværre ikke i Thy",0,1,1,0,0,0,0,0,0
At det kan betale sig når man højst pendler 3 dage om ugen i forhold til pendlerkort,0,1,0,0,0,0,0,0,0
At det kan betale sig at få pendlerkort hvis man rejser på samme strækning flere gange om ugen,0,1,0,0,0,0,0,0,0
At det kan betale sig at benytte toget,0,1,0,0,0,0,0,0,0
At det godt kan betale sig at tage toget selv om man arbejder hjemmefra nogle dage,1,1,0,0,0,0,0,0,0
"at det er nemt, men de har glemt pladsbestilling til PC, det  er alt for besværligt på mobilen, derfor tager jeg bilen",0,0,1,0,0,0,0,0,0
At det er nemt og altid til rådighed,0,0,1,0,0,0,0,0,0
At det er nemt for pendlere at rejse med DSB,0,0,1,0,0,0,0,0,0
At det er nemt at tage toget som pendler,0,0,1,0,0,0,0,0,0
at det er nemmer at komme rundt ifi. måde arbejde fritid og skole,0,0,1,0,0,0,0,0,0
At det er muligt med fleksibilitet,0,0,1,0,0,0,0,0,0
At det er miljøbevidst og man kan spare penge på det oveni,0,1,0,0,0,1,0,0,0
At det er godt at bruge DSB,0,0,0,1,0,0,0,0,0
"At det er en løsning for folk der arbejder mere fleksibelt, og at der ikke er mange dage der går til spilde med denne løsning",1,0,0,0,0,0,0,0,0
at det er en fordel.,0,1,0,0,0,0,0,0,0
"At det er en fordel for dig selv og os alle, hvis du bruger toget så meget som muligt.",0,1,0,0,0,0,0,0,0
At det er en fleksibel løsning,0,0,1,0,0,0,0,0,0
At det er blevet nemmere for folk som kan fortsætte med at arbejde delvist hjemmefra fremover,1,0,1,0,0,0,0,0,0
AT DET ER BILLIGT OG NEMT AT TAGE  TOGET .,0,1,1,0,0,0,0,0,0
"At det er billigere med pendlerkortet, hvis du arbejder hjemme 2-3 dage om ugen.",1,1,0,0,0,0,0,0,0
At det er billigere at rejse på denne måde,0,1,0,0,0,0,0,0,0
At der også er et godt tilbud til de der ikke pendler hver dag,1,0,0,0,0,0,0,0,0
"At der nu er et tilbud til den gruppe, hvor corivid-19 har vist mulighederne ved at arbejde hjemme",1,0,0,0,0,0,0,0,0
At der måske kan være penge at spare ved at bruge klippekortet,0,1,0,0,0,0,0,0,0
"At der måske er mulighed for at spare nogle penge, hvis man rejser 2-3 gange om ugen med DSB.",0,1,0,0,0,0,0,0,0
"At der muligvis er penge at spare, hvis du arbejder hjemme",1,1,0,0,0,0,0,0,0
At der findes fleksible muligheder for abonnement,0,0,1,0,0,0,0,0,0
At der findes fleksible løsninger,0,0,1,0,0,0,0,0,0
At der findes fleksible løsninger,0,0,1,0,0,0,0,0,0
"At der er penge at spare, ved at gøre det mere indviklet.",0,1,0,0,0,0,0,0,0
At der er penge at spare ved at bruge det nye tilbud,0,1,0,0,0,0,0,0,0
At der er penge at spare hvis man ikke er ude hver dag i ugen,0,1,0,0,0,0,0,0,0
At der er Penge af sparre med pendler20,0,1,0,0,0,0,0,0,0
At der er mulig for en bedre pris hvis man kører ca hver tredje dag istedet for at bruge sit normale rejsekort,1,1,0,0,0,0,0,0,0
At der er kommet nye muligheder.,1,0,0,0,0,0,0,0,0
At der er kommet et alternativ til et ekstisterende tilbud,1,0,0,0,0,0,0,0,0
At der er kommet en ny mulighed for pendlere.,1,0,0,0,0,0,0,0,0
"At der er komme et nyt produkt, der henvender sig til pendlere, der ikke har brug for at rejse hver dag.",1,0,0,0,0,0,0,0,0
At der er godt tilbud for der ikke nødvendigvis rejser med dsb alle hverdage,1,0,0,0,0,0,0,0,0
"At der er flere alternativer, også for folk der arbejder hjemmefra",1,0,0,0,0,0,0,0,0
At der er flere alternativer og former for betaling,1,0,0,0,0,0,0,0,0
"At der er et nyt tilbud til folk der ikke pendler hver dag, men stadig regelmæssigt rejser på en bestemt strækning. Der er potentielt penge at spare",1,1,0,0,0,0,0,0,0
At der er et nyt produkt på banen som er meget mere fleksibelt og væsentligt billigere,1,1,1,0,0,0,0,0,0
"At der er et nyt alternativ til pendlerkortet, som henvender sig til dem med mange hjemmearbejdsdage.",1,0,0,0,0,0,0,0,0
"At der er et godt tilbud på kollektiv transport til folk, som arbejder delvist hjemmefra.",1,0,0,0,0,0,0,0,0
At der er et fleksibelt alternativ til normalt pendlerkort,1,0,0,0,0,0,0,0,0
At der er et alternativ til det normale pendlerrejsekort.,1,0,0,0,0,0,0,0,0
"At der er en ordning, hvis man er pendler",1,0,0,0,0,0,0,0,0
at der er en optimal mulighed for offentlig transport også selvom man ikke arbejder på kontoret hver dag,1,0,0,0,0,0,0,0,0
At der er en nyt produkt til dem der delvist arbejder hjemme - at man kan tage toget 20 gange inden for en periode af 60 dage,1,0,0,0,0,0,0,0,0
At der er en ny og igen uigennemskuelig rabatordning,0,0,0,0,0,1,0,0,0
At der er en ny måde at sammensætte sin transport på.,1,0,0,0,0,0,0,0,0
At der er en ny mulighed for dd som pendler men ikke haf brug for det hver dag,1,0,0,0,0,0,0,0,0
"At der er en ny god ordning for pendlede, der ikke skal bruge transport alle ugens fem dage",1,0,0,0,0,0,0,0,0
At der er en ny app,0,0,0,0,0,1,0,0,0
At der er (kan være) penge at spare med pendlerkort,0,1,0,0,0,0,0,0,0
"at der - måske - er lidt penge at spare, hvis du bruger dem.",0,1,0,0,0,0,0,0,0
At der  er lavet et tidsbegrænset klippekort,1,0,0,0,0,0,0,0,0
At den målgruppe kan benytte tog,0,0,0,1,0,0,0,0,0
At dem der både arbejde hjemme og ude kan få det nemmere ved pendler20,1,0,1,0,0,0,0,0,0
at de ønsker sig flere passagerer,0,0,0,1,0,0,0,0,0
At de vil sælge rejser,0,0,0,1,0,0,0,0,0
at de vil have flere til at bruge DSB,0,0,0,1,0,0,0,0,0
At de tilpasser sig en ny hverdag hvor folk arbejder både hjemmefra og på jobbet.,1,0,0,0,0,0,0,0,0
At de tilbyder en mere fleksibel pendlerløsning - noget der basalt set bare er en klippekortsordning,1,0,1,0,0,0,0,0,0
At de tager corona til sig,1,0,0,0,0,0,0,0,0
At de prøver at blive lidt billigere,0,1,0,0,0,0,0,0,0
"At de omfavner den nye måde at arbejde på - med både hjemme- og fysisk arbejdsplads. Man kan få 20 dage, så man sparer penge i forhold til at købe sammenhængende perioder for derefter ikke at bruge det til fulde, da man også arbejder hjemme",1,1,0,0,0,0,0,0,0
"At de også har lært af Coronatiden og indset, at flere i fremtiden vil arbejde hjemmefra. Derfor er det nødvendigt med nye modeller for abonnementer",1,0,0,0,0,0,0,0,0
"At de også er fleksible og kan strikke nye gode løsninger sammen til folk, der pendler på en ny måde",1,0,1,0,0,0,0,0,0
At de også er fleksibel med deres billetter,0,0,1,0,0,0,0,0,0
"At de mener, de har et godt tilbud til dig der både arbejder hjemme og ude.",1,0,0,0,0,0,0,0,0
At de mener de har et godt tilbud,1,0,0,0,0,0,0,0,0
At de laver et fleksibelt abonoment,0,0,1,0,0,0,0,0,0
At de kan tilbyde niget nyt og bedre til pendlere,1,0,0,0,0,0,0,0,0
At de har tænkt på de ændrede vilkår ved hjemmearbejde,1,0,0,0,0,0,0,0,0
"At de har lavet en pendlerordning for dem, som arbejder hjemme flere dage om ugen",1,0,0,0,0,0,0,0,0
At de har gjort klar til fremtiden med flere hjemmearbejdsdage ved at gøre pendlermuligheder mere fleksible,1,0,1,0,0,0,0,0,0
At de har fundet på et nyt koncept i kølvandet på arbejd hjemme tendensen,1,0,0,0,0,0,0,0,0
At de har fundet på endnu et produkt hvor de kan tjene flere penge på dårligere service,0,0,0,0,0,1,0,0,0
At de har et produkt der hedder Pendler20.,1,0,0,0,0,0,0,0,0
At de har et nyt tilbud til pendlere,1,0,0,0,0,0,0,0,0
At de har et nyt tilbud til pendlere,1,0,0,0,0,0,0,0,0
At de har et nyt tilbud,1,0,0,0,0,0,0,0,0
At de har et nyt tilbud,1,0,0,0,0,0,0,0,0
"At de har et nyt produkt, skræddersyet til de, der nu har flere hjemmearbejdsdage.",1,0,0,0,0,0,0,0,0
At de har et godt tilbud til pendlere,1,0,0,0,0,0,0,0,0
At de har et godt tilbud til lige præcis dig,1,0,0,0,0,0,0,0,0
At de har et godt tilbud man kan benytte sig af,1,0,0,0,0,0,0,0,0
At de har et godt produkt til dem der arbejder hjemmefra,1,0,0,0,0,0,0,0,0
At de har et alternativ til det normale pendlerkort,1,0,0,0,0,0,0,0,0
At de har en ny billet type som hedder pendler20,1,0,0,0,0,0,0,0,0
At de har en god mulighed til et tilbud,1,0,0,0,0,0,0,0,0
At de har en billig løsning,0,1,0,0,0,0,0,0,0
"At de gerne vil være en aktør og et alternativ til bilisme, hvilket er fint. Hvis servicen lever op til reklamen.",0,0,0,1,0,0,0,0,0
At de gerne vil tjene penge på folk der kun pendler noget af ugen.,0,0,0,1,0,0,0,0,0
At de gerne vil se flere folk i togene,0,0,0,1,0,0,0,0,0
at de gerne vil have flere kunder,0,0,0,1,0,0,0,0,0
"At de gerne vil ha, at vi skal bruge toget.",0,0,0,1,0,0,0,0,0
"At de forsøger at tilpasse deres pendlerkort til nye arbejdsformer, hvor vi kombinerer hjemmearbejde og fysisk fremmøde.",1,0,0,0,0,0,0,0,0
At de er mere fleksible,0,0,1,0,0,0,0,0,0
"At de er med på at folk arbejder anderledes nu pga. corona og derfor self også har et tilbud til at komme på arbejde nu, hvorn mødetiderne er ændret for rigtig mange. Det viser at de er moderne og med på tiden",1,0,0,0,0,0,0,0,0
At de er kommet et nyt tilbud til dem der både arbejder ude og hjemme,1,0,0,0,0,0,0,0,0
At de er flexible og gerne vil have fat i de kunder som ikke har brug for transport hver dag,0,0,1,0,0,0,0,0,0
At de er fleksible ift løsninger og ønsker at oplyse kunder om den mest optimale løsning,1,0,1,0,0,0,0,0,0
At de er fleksible i forhold til at få en dagligdag til at fungere,1,0,1,0,0,0,0,0,0
At de er fleksible,0,0,1,0,0,0,0,0,0
At de er en god rejsepartner og et godt alternativ til bil,0,0,0,1,0,0,0,0,0
At de er blevet mere fleksibel,0,0,1,0,0,0,0,0,0
At arbejdssituationerne er ændret med Corona..og at behov for kørsel til jobbet har ændret sig,1,0,0,0,0,0,0,0,0
"Arbejder man hjemme det meste af tiden og kun skal ind til sin arbejdsplads højst 10 gange om måneden, kan der være penge at spare med den kollektive transport.",1,0,0,0,0,0,0,0,0
aner dte ikke,0,0,0,0,1,0,0,0,0
aner det ikke...,0,0,0,0,1,0,0,0,0
aner det ikke,0,0,0,0,1,0,0,0,0
20 x frem og tilbage.,1,0,0,0,0,0,0,0,0
(Endnu) et nyt produkt,1,0,0,0,0,0,0,0,0
"""Du kan spare penge hvis du køber dine rejser forud!""",0,0,0,0,0,1,0,0,0
-,0,0,0,0,1,0,0,0,0
Ønske om at folk skal bruge DSB,0,0,0,1,0,0,0,0,0
Viser forskellige priser til de forskellige lande,1,0,0,0,0,0,0,0,0
Vise hvilken ting de ogsåkan,1,0,0,0,0,0,0,0,0
Vi kan igen komme til stederne - efter corona begrænsninger,1,0,0,0,0,0,0,0,0
Vejen du af danmatk er mange,0,0,0,0,0,1,0,0,0
Ved ikke,0,0,0,0,1,0,0,0,0
Ved ikke,0,0,0,0,1,0,0,0,0
Ved det simpelthen ikke,0,0,0,0,1,0,0,0,0
Ved det ikke,0,0,0,0,1,0,0,0,0
Ud og se med DSB,0,0,0,0,0,1,0,0,0
Ud i verden,1,0,0,0,0,0,0,0,0
Toget er et godt og billig alternativ,0,1,0,0,0,0,0,1,0
Toget er et godt alternativ til bil og fly,0,0,0,0,0,0,0,1,0
"Tog til udlandet er fint idet man er frisk og udhvilet.
Mig bekendt vil DSB satse mere på udlandet.",1,0,0,0,0,0,0,0,0
Tog er en mulighed,1,0,0,0,0,0,0,0,0
Tog er behagelige og billige at køre med,0,1,0,0,0,0,0,0,0
Tilbud i sommerferien,0,0,0,0,0,1,0,0,0
Tage toget til udlandet,1,0,0,0,0,0,0,0,0
Tag toget til byer i Europa,1,0,0,0,0,0,0,0,0
Tag toget til Berlin hver vej for 289,1,0,0,0,0,0,0,0,0
tag toget ikke fly,0,0,0,0,0,0,0,1,0
Tag toget i stedet for flyveren,0,0,0,0,0,0,0,1,0
Tag toget,1,0,0,0,0,0,0,0,0
Tag til Berlin.,1,0,0,0,0,0,0,0,0
Tag på en billige ferie,0,1,0,0,0,0,0,0,0
Ta’ toget på ferie,1,0,0,0,0,0,0,0,0
Sælge billetter,0,1,0,0,0,0,0,0,0
større salg,0,0,0,1,0,0,0,0,0
St det er let at komme ud i verden.,1,0,0,0,0,0,0,0,0
slappe af når man rejser med DSB,0,0,1,0,0,0,0,0,0
Sikkert at de er billige,0,1,0,0,0,0,0,0,0
"Relativt billig transportfacon, hvor man kan anvende sin iphone/tablet undervejs",0,1,0,0,0,0,0,0,0
Reklame om billig transport,0,1,0,0,0,0,0,0,0
Rejse uden stress,0,0,1,0,0,0,0,0,0
rejse til europa,1,0,0,0,0,0,0,0,0
Rejse,1,0,0,0,0,0,0,0,0
Rejs til udlandet - med dsb,1,0,0,0,0,0,0,0,0
Rejs til udlandet,1,0,0,0,0,0,0,0,0
Rejs til eu,1,0,0,0,0,0,0,0,0
"Rejs på ferie med toget, til Europæiske Byer",1,0,0,0,0,0,0,0,0
Rejs med DSB,0,0,0,1,0,0,0,0,0
Rejs billig,0,1,0,0,0,0,0,0,0
Prisen på tog rejser til udlandet,1,0,0,0,0,0,0,0,0
"Prisen på en rejse til Berlin, som sikkert er udsolgt, når man vil købe den!",1,0,0,0,0,0,0,0,0
Prisen for at komme til Berlin,1,0,0,0,0,0,0,0,0
Prisen,0,1,0,0,0,0,0,0,0
pris for tur med dem,0,1,0,0,0,0,0,0,0
Pris 289 til flere europæiske storbyer hver vej,1,0,0,0,0,0,0,0,0
Pris,0,1,0,0,0,0,0,0,0
Pris,0,1,0,0,0,0,0,0,0
Pas,0,0,0,0,1,0,0,0,0
Oplysning om billige billetter til storbyer i Europa,1,1,0,0,0,0,0,0,0
Oplyse pm denne mulighed,1,0,0,0,0,0,0,0,0
Oplyse om billige billetter,0,1,0,0,0,0,0,0,0
om transportmulighed og pris.,1,1,0,0,0,0,0,0,0
Om billige muligheder for at komme til en række europæiske storbyer,1,1,0,0,0,0,0,0,0
Og du også kan tage toget til internationale rejser,1,0,0,0,0,0,0,0,0
nye rejsemål med tog i konkurrence med fly,0,0,0,0,0,0,0,1,0
Nye priser,0,1,0,0,0,0,0,0,0
"No mulighed for længere rejse, også udland. Påstigning til genindført nattogs-destinationer.",1,0,0,0,0,0,0,0,0
Nemt og billigt,0,1,1,0,0,0,0,0,0
Nemt og billigt,0,1,1,0,0,0,0,0,0
Nemt og billigt,0,1,1,0,0,0,0,0,0
Nem og hurtig rejse med tog til en destination og måske forholdsvis billig,0,1,1,0,0,0,0,0,0
Muligt at benytte DSB til storbyferier,1,0,0,0,0,0,0,0,0
muligheder,1,0,0,0,0,0,0,0,0
Muligheder,1,0,0,0,0,0,0,0,0
Muligheden for tog til Berlin,1,0,0,0,0,0,0,0,0
Mulighed for at ændre eller fortryde. God ide,0,0,0,0,0,1,0,0,0
Mulig anden rejseform til Berlin,1,0,0,0,0,0,0,1,0
Men transport hvor du kan arbejde under kørslen,0,0,1,0,0,0,0,0,0
meget godt tilbud,0,1,0,0,0,0,0,0,0
med dsb kan man komme til berlin og retur for 289 kr hver vej,1,0,0,0,0,0,0,0,0
Man ksn også køre mee dsb udenlandsk,1,0,0,0,0,0,0,0,0
Man kan tage toget billigt som alternativ til fly,0,0,0,0,0,0,0,1,0
Man kan tage billigt til nogle udlandske storbyer med tog til en overkommelig pris.,1,1,0,0,0,0,0,0,0
Man kan rejse ud af Danmark,1,0,0,0,0,0,0,0,0
Man kan rejse til europæiske hovedstæder,1,0,0,0,0,0,0,0,0
Man kan rejse mere end bare i Danmark,1,0,0,0,0,0,0,0,0
"Man kan lave alt muligt , mens der køres i tog",0,0,1,0,0,0,0,0,0
Man kan køre med tog til Berlin for 289 kr.,1,0,0,0,0,0,0,0,0
Man kan komme til forskellige byer i Europa relativt billigt,1,1,0,0,0,0,0,0,0
Man kan komme til Berlin med toget,1,0,0,0,0,0,0,0,0
Man kan komme rundt i Europa med tog.,1,0,0,0,0,0,0,0,0
Man kan komme rundt i Europa,1,0,0,0,0,0,0,0,0
man kan komme langs væk til en billigepris,1,1,0,0,0,0,0,0,0
Man kan komme forholdvis billigt til store byer i nabolandene.,1,1,0,0,0,0,0,0,0
Man kan komme billigt til udlandet,1,1,0,0,0,0,0,0,0
"Man kan komme billigt med tog udenfor landets grænser, og når man bruger tog, kan man lave alt mulig andet, imens man kører",1,1,1,0,0,0,0,0,0
Man kan bruge toget til at rejse med.,1,0,0,0,0,0,0,0,0
Man kan bruge tiden på at arbejde,0,0,1,0,0,0,0,0,0
Let og billigt at tage til fede destinationer,1,1,0,0,0,0,0,0,0
lad bilen stå og tag toget,0,0,0,0,0,0,0,1,0
køre med DSB til Berlin,1,0,0,0,0,0,0,0,0
Kør med toget til Berlin for 289 en vej,1,0,0,0,0,0,0,0,0
Kør med tig til Berlin,1,0,0,0,0,0,0,0,0
Kør med dsb,0,0,0,1,0,0,0,0,0
Komme afsted til billig priser,0,1,0,0,0,0,0,0,0
kom ud i verden med DSB for 289,1,0,0,0,0,0,0,0,0
kom ud i Europa med DSB,1,0,0,0,0,0,0,0,0
"kom til berlin fra 289,- per vej",1,0,0,0,0,0,0,0,0
Kom billigt sf sted,0,1,0,0,0,0,0,0,0
Kom billigt frem,0,1,0,0,0,0,0,0,0
Kom billigt af sted - hvis du skal afsted på det rigtige tidspunkt,0,1,0,0,0,0,0,0,0
Jeg tror det er for at få folk til at købe billet,0,0,0,1,0,0,0,0,0
"Jeg opfangede ikke noget budskab, det gik for hurtigt",0,0,0,0,0,1,0,0,0
Ikke dyrt,0,1,0,0,0,0,0,0,0
Hvor meget det koster at tage toget til Berlin.,1,0,0,0,0,0,0,0,0
Hvor de kører hen og hvad det koster,1,0,0,0,0,0,0,0,0
Hvor billigt man kan rejse rundt.,0,1,0,0,0,0,0,0,0
Hvor billigt man kan rejse m tog,0,1,0,0,0,0,0,0,0
Hvor billigt Det er,0,1,0,0,0,0,0,0,0
"Hvis man kun er en, der skal af sted, så er det værd at overveje toget. Ellers bliver det for dyrt.",0,0,0,0,0,1,0,0,0
Hvilke muligheder der er med tog,1,0,0,0,0,0,0,0,0
Hvad en togtur til Berlin koster med DSB. Om det er billigt ved jeg ikke!,1,0,0,0,0,0,0,0,0
Hvad det koster at kører til eks Berlin,1,0,0,0,0,0,0,0,0
Gøre opmærksom på tilbuddet og sælge nogle biletter,0,0,0,1,0,0,0,0,0
Godt tilbud,0,1,0,0,0,0,0,0,0
Godt alternativ til at komme rundt i Europa,0,0,0,0,0,0,0,1,0
Gode tilbud på ture i Europa,1,1,0,0,0,0,0,0,0
Gode tilbud med tog,0,1,0,0,0,0,0,0,0
Gode rejse destinationer,1,0,0,0,0,0,0,0,0
Gode priser til udenlandsrejser og hyggelig atmosfære i togene,1,1,1,0,0,0,0,0,0
"god, sikker og billig transportmåde",0,1,1,0,0,0,0,0,0
Få en god oplevelse til en nem og billig penge,0,1,0,0,0,0,0,0,0
Fornuftig pris,0,1,0,0,0,0,0,0,0
For dem der vil en smuttur til Berlin efter Brexit - så OK,1,0,0,0,0,0,0,0,0
Flere muligheder for at udnytte rejsetiden positivt,0,0,1,0,0,0,0,0,0
Et godt tilbud,0,1,0,0,0,0,0,0,0
Et fint alternativ til bil og bus,0,0,0,0,0,0,0,1,0
Et attraktivt alternativ til bil eller fly,0,0,0,0,0,0,0,1,0
Enkelte billige billetter,0,1,0,0,0,0,0,0,0
Enkelt billet til Berlin fra 289 kr,1,0,0,0,0,0,0,0,0
En vej ud i verden,1,0,0,0,0,0,0,0,0
En komfortabel og praktisk transportform,0,0,1,0,0,0,0,0,0
"En god, nem og billig transportform",0,1,1,0,0,0,0,0,0
Eksempler på priser til nogle destinationer.,1,0,0,0,0,0,0,0,0
"Ehh, at man kan komme til Berlin for 289 hver vej",1,0,0,0,0,0,0,0,0
Du kan tage toget ud i Europa,1,0,0,0,0,0,0,0,0
Du kan slappe af under transport i daligdagen,0,0,1,0,0,0,0,0,0
Du kan rejse billigt til flere europæiske storbyer med DSB,1,1,0,0,0,0,0,0,0
Du kan komme til Berlin for 289 kr. hver vej,1,0,0,0,0,0,0,0,0
Du kan komme mange steder hen til relativ få penge,1,1,0,0,0,0,0,0,0
"DSB kan godt være et godt tilbud, på trods af politiske strømninger, der kun er for individuelle trafikløsninger.",0,1,0,0,0,0,0,0,0
DSB er en god rejseoperatør,0,0,0,0,0,0,0,1,0
Dn tur til Berlin kan gøres til en fornuftig pris,1,1,0,0,0,0,0,0,0
Deter forholdvis billigt at komme til Berlin (hvis man bor et passende sted),1,1,0,0,0,0,0,0,0
Det skal være billigt at rejse med toget,0,1,0,0,0,0,0,0,0
Det er nemt og hurtigt at tage toget ud i verden,1,0,1,0,0,0,0,0,0
Det er nemt og hurtigt at komme til udlandet,1,0,1,0,0,0,0,0,0
Det er nemt og billigt til at køre udlandet med DSB.,1,1,1,0,0,0,0,0,0
det er nemt og afslappende at køre med tog,0,0,1,0,0,0,0,0,0
Det er nemt at rejse rundt med dem.,0,0,1,0,0,0,0,0,0
Det er muligt at rejse med tog til nærliggende storbyer til rimelig pris,1,1,0,0,0,0,0,0,0
Det er god pris for tur til Berlin,0,1,0,0,0,0,0,0,0
Det er fint at tage  tog til Berlin,1,0,0,0,0,0,0,0,0
Det er billigt og ment at tage toget ud i Europa i stedet for bilen,0,0,1,0,0,0,0,1,0
Det er billigt og man kan udnytte tiden med en bog,0,1,1,0,0,0,0,0,0
Det er billigt og afslappende at rejse med toget til Berlin,0,1,1,0,0,0,0,0,0
Det er billigt at tage toget til udlandet  og du kan slappe af med fx lydbog undervejs.,0,1,1,0,0,0,0,0,0
Det er billigt at rejse udenlands med tog,1,1,0,0,0,0,0,0,0
Det er billigt at rejse med tog,0,1,0,0,0,0,0,0,0
Det er billigt at rejse med os til oplevelser,0,1,0,0,0,0,0,0,0
Det er billigt at rejse langt med tog.,1,1,0,0,0,0,0,0,0
Det er billigt at komme frem,0,1,0,0,0,0,0,0,0
Det er billigt ar tá en tur til Berlin,1,1,0,0,0,0,0,0,0
Det er billigt,0,1,0,0,0,0,0,0,0
Det er billigt,0,1,0,0,0,0,0,0,0
Det er billigst at tage toget til Berlin i forhold til bil,1,1,0,0,0,0,0,1,0
det er billig at tage toget til Berlin,1,1,0,0,0,0,0,0,0
Det er biligt at rejse til udlandet,1,1,0,0,0,0,0,0,0
Det billigt,0,1,0,0,0,0,0,0,0
Det billigt,0,1,0,0,0,0,0,0,0
Der er billige rejser hos dsb,0,1,0,0,0,0,0,0,0
